batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B046019,93,559,596,305,788,461,954,52,744,618,399,697,593,608,351,561,552,340,903,539,96,430,978,267,935,309,936,752,306,606
B023034,799,29,650,507,451,92,434,356,347,25,641,975,623,526,760,60,892,613,334,516,894,196,103,392,586,641,633,450,989,258
B005026,791,142,147,444,607,820,891,136,503,385,122,707,454,532,872,171,528,982,613,345,703,989,215,937,58,789,185,101,640,650
B014665,814,724,63,739,368,136,907,806,403,418,485,955,916,48,457,612,287,243,55,595,507,576,778,643,299,152,781,51,298,747
B023251,649,595,793,244,647,643,749,426,217,830,190,511,746,52,106,688,450,362,827,552,953,75,944,903,977,570,763,960,850,642
B023295,724,287,457,552,689,11,295,546,550,932,355,2,427,69,95,676,384,727,789,147,468,78,446,296,95,73,187,170,13,87
B040978,409,365,922,863,724,570,291,174,406,3,751,453,821,296,993,108,554,860,297,533,511,550,822,424,566,649,489,703,127,464
B039193,781,454,408,242,248,106,434,579,785,311,323,371,402,253,913,349,817,863,134,476,89,221,389,827,838,999,348,573,691,46
B033617,563,843,543,786,660,935,89,187,695,322,953,815,945,201,511,159,865,849,89,579,784,321,818,343,636,438,742,129,627,917
B043978,601,913,261,555,694,32,942,747,596,709,230,433,834,507,111,583,554,400,403,905,73,715,276,589,153,646,29,842,144,628
B017077,274,289,566,850,148,413,245,781,805,710,930,431,583,776,218,221,316,443,412,299,262,578,437,107,32,868,800,230,305,446
B001306,799,669,565,901,792,971,862,71,258,859,366,495,417,368,496,773,42,40,535,206,244,677,708,226,422,390,846,998,167,245
B029572,993,247,283,811,587,34,813,15,618,16,614,360,417,791,651,674,156,886,141,704,343,598,434,688,596,903,791,18,575,265
B050287,297,779,518,994,862,761,241,235,127,842,849,860,412,102,30,497,133,289,860,587,729,516,534,119,616,788,994,607,56,128
B043972,296,245,862,454,737,192,253,481,923,618,906,610,912,267,358,265,164,692,941,882,162,586,866,226,47,672,124,373,511,910
B047295,778,3,612,967,308,110,289,447,725,171,632,744,120,902,800,685,109,950,966,920,46,582,381,305,140,253,425,472,955,64
B016097,329,37,593,616,560,549,152,733,447,908,226,870,230,581,474,193,46,261,313,863,345,77,677,369,647,325,279,489,854,270
B005140,620,65,415,646,663,709,966,571,825,403,647,460,779,191,718,585,358,181,77,615,113,597,267,539,917,996,233,88,929,137
B028433,27,932,588,265,954,571,660,336,606,62,586,1,306,757,649,366,960,363,253,900,306,880,289,761,821,232,46,69,503,919
B006502,682,209,766,752,148,933,804,438,374,610,410,930,555,716,556,84,403,511,212,50,215,757,352,144,225,473,334,149,113,494
B044901,148,805,639,445,784,882,870,533,227,144,225,353,747,187,166,904,160,941,371,904,674,153,646,515,66,280,439,636,114,557
B025352,890,22,466,16,993,905,715,98,520,332,895,22,139,401,46,725,258,188,966,671,259,940,233,787,782,363,135,26,669,242
B037709,431,68,454,484,968,290,667,774,42,110,882,887,488,554,500,789,0,895,492,624,383,621,977,745,24,740,320,490,333,311
B049667,89,395,742,963,942,193,973,358,468,445,892,397,769,854,821,499,463,28,557,380,41,429,330,839,147,604,439,524,735,372
B045808,496,48,846,797,841,478,638,563,509,273,121,647,48,374,113,825,573,283,963,629,425,797,399,341,954,476,488,232,94,415
B026408,32,387,422,402,359,493,549,911,120,617,756,51,367,655,382,797,609,70,817,437,957,623,348,525,807,126,381,570,490,740
B041160,845,395,755,98,435,424,919,615,383,915,37,327,909,238,947,481,535,38,591,467,28,278,267,310,635,559,158,669,574,857
B016301,904,515,827,994,551,375,271,973,956,715,849,917,533,845,236,37,55,83,430,70,96,970,503,710,488,688,272,920,873,852
B028352,400,143,393,895,439,724,462,311,134,432,736,965,310,392,661,109,989,400,104,938,617,241,564,772,975,142,97,355,872,307
B049788,327,509,179,508,965,437,131,739,252,287,796,673,462,660,828,875,987,312,458,732,608,410,355,845,553,58,402,668,784,306
B038442,898,962,32,307,700,120,378,305,720,426,197,927,749,210,146,509,177,395,46,305,643,260,766,587,300,26,314,385,846,7
B012714,707,676,561,205,161,982,779,83,611,607,374,740,28,180,289,494,184,292,408,357,974,731,382,404,655,777,878,626,120,102
B042829,98,5,258,905,459,797,559,161,81,413,366,426,867,540,550,134,135,459,313,932,584,436,917,572,339,849,765,562,220,458
B010079,388,314,740,441,17,919,23,594,10,270,271,420,38,132,14,302,620,60,250,472,682,805,171,424,480,297,354,533,510,180
B041226,472,210,934,494,558,394,90,498,198,419,57,521,193,502,358,449,501,441,981,531,630,580,672,311,776,531,286,556,569,638
B016110,912,139,253,412,311,114,650,831,124,617,388,509,939,440,177,670,902,113,826,734,519,133,102,101,695,530,601,886,327,96
B042623,386,451,753,872,524,17,835,471,211,722,615,149,423,583,46,483,164,436,163,795,566,59,853,974,813,174,232,28,467,776
B021234,677,647,84,549,758,901,977,717,431,510,985,328,571,890,984,927,350,508,441,165,245,279,765,754,738,221,557,457,31,55
B027267,59,813,148,15,633,612,94,94,553,472,83,252,140,870,223,5,673,512,756,59,744,886,397,808,701,963,588,802,373,929
B036672,642,177,435,763,773,622,159,73,575,368,407,580,747,90,114,243,68,711,672,356,0,478,835,336,353,539,646,650,860,397
B035861,384,73,435,244,496,309,281,181,568,11,890,625,217,630,513,495,251,683,344,692,898,948,62,362,497,977,252,225,297,398
B043193,410,465,193,328,830,467,972,819,313,481,732,82,865,964,824,633,115,521,795,83,515,323,653,34,330,521,931,32,92,773
B012488,337,636,67,802,993,600,664,64,793,935,11,255,324,537,586,734,43,806,769,20,353,512,595,400,105,434,990,674,756,635
B001855,637,837,652,486,605,478,915,434,878,658,939,703,645,109,941,254,292,796,563,978,635,710,938,85,291,316,164,444,727,297
B003951,970,283,826,857,631,395,918,559,684,902,683,434,48,75,278,511,491,27,312,854,897,742,108,352,609,348,458,531,550,990
B014102,773,798,342,78,215,115,171,475,597,959,974,455,983,975,473,397,983,751,97,512,231,641,834,488,799,705,427,727,783,940
B049996,60,63,996,663,192,917,450,348,938,645,435,646,258,56,411,125,952,20,680,143,780,737,973,668,846,483,82,792,909,565
B023059,641,911,394,573,28,288,45,725,523,769,720,381,612,117,945,645,445,888,470,918,69,113,56,973,836,971,671,567,884,659
B033619,562,260,486,358,133,342,967,876,282,435,301,945,759,370,230,331,816,978,80,342,89,234,186,368,704,818,525,909,95,991
B016401,520,524,941,835,543,440,821,321,136,417,33,713,123,388,906,293,51,111,631,598,109,999,594,800,0,261,383,331,880,858
B016350,35,34,522,662,745,19,493,47,612,877,488,253,578,633,475,976,985,358,683,576,703,699,447,593,997,542,634,770,784,106
B010002,939,408,719,911,557,863,416,624,383,766,478,794,834,661,645,662,684,92,254,243,214,31,801,878,991,46,969,2,676,831
B024102,375,721,410,192,502,939,280,308,491,595,181,712,136,60,840,334,70,425,120,402,128,172,266,216,910,151,871,243,236,429
B015882,717,868,283,561,220,250,28,421,589,857,337,907,56,598,703,600,799,205,384,985,319,644,916,738,232,775,161,177,310,271
B035083,838,211,956,413,998,418,130,939,253,261,902,710,391,587,461,5,49,930,433,859,215,734,603,729,16,712,188,546,697,399
B009593,713,753,288,278,50,978,802,565,325,551,439,673,84,425,731,831,461,176,810,395,105,704,878,924,20,943,609,756,813,238
B031813,671,990,879,962,609,109,254,471,67,584,719,774,409,160,612,604,616,642,890,622,835,978,322,449,128,793,154,639,104,989
B044152,910,395,985,639,419,899,585,610,115,829,407,329,983,929,565,615,156,667,925,328,966,863,318,904,825,659,627,577,122,253
B014113,21,925,958,687,125,177,840,678,214,667,891,387,995,42,529,747,586,892,916,117,304,459,26,784,784,70,627,907,866,815
B036519,882,579,431,682,725,684,182,399,47,377,484,675,490,201,383,473,759,604,743,450,200,198,540,716,518,136,68,811,756,534
B044983,610,200,818,10,745,344,549,630,119,707,876,216,155,977,741,47,107,823,417,638,798,905,153,779,687,394,987,164,378,653
B043144,561,641,448,946,174,665,120,659,918,326,180,130,219,193,359,69,864,685,634,64,242,483,776,358,694,133,761,904,235,555
B017949,945,756,278,274,720,409,317,382,213,228,114,639,743,20,322,522,246,349,918,890,750,8,256,929,451,764,431,957,182,302
B021544,781,360,614,451,797,617,687,485,39,830,316,245,303,793,294,346,910,863,403,588,538,869,568,229,232,851,447,832,872,703
B000841,330,535,582,880,332,320,971,395,494,799,913,344,776,228,46,901,803,204,932,605,419,161,897,508,254,842,868,485,860,232
B049072,397,317,292,835,577,399,877,753,69,604,452,545,492,431,327,97,834,482,4,213,33,43,163,849,745,536,352,360,131,320
B035293,630,768,635,629,954,510,280,42,922,608,669,159,792,655,695,933,270,836,555,890,356,488,149,401,521,504,11,810,91,848
B042006,661,211,969,795,193,621,960,446,845,3,430,444,529,415,42,791,213,256,169,356,24,127,974,683,938,19,351,797,339,746
B020994,85,267,817,192,279,437,146,775,445,772,571,140,115,594,746,71,205,309,339,713,732,426,812,310,449,76,216,299,691,271
B006575,505,196,469,493,473,957,838,392,165,144,876,175,430,678,622,999,999,479,640,106,940,266,822,637,966,20,32,893,129,172
B030197,16,384,69,315,672,389,405,64,822,965,730,193,937,517,609,967,532,867,843,184,604,143,757,210,254,188,285,916,922,718
B026284,774,21,290,70,126,60,687,573,992,819,978,560,686,266,669,998,281,955,192,668,998,188,565,363,943,861,906,904,199,272
B018620,167,88,349,354,473,171,407,188,674,421,831,640,476,396,4,300,444,344,629,890,105,161,764,581,856,973,620,500,82,593
B040881,34,233,870,9,42,212,349,306,99,198,410,312,847,241,818,155,356,918,783,258,982,426,619,801,339,468,380,250,951,322
B008465,94,848,273,163,649,227,440,664,736,951,634,252,246,404,408,891,709,569,164,69,984,681,82,773,894,776,519,911,697,9
B035389,244,822,555,89,410,454,416,53,274,317,673,307,949,374,500,649,87,178,435,475,27,272,361,229,595,922,652,443,109,668
B009992,572,189,40,649,582,641,713,316,868,700,487,560,186,197,401,844,11,605,86,451,641,123,595,85,747,4,905,446,127,634
B012930,135,491,728,369,742,774,545,990,9,42,48,915,557,162,931,295,701,452,910,421,259,133,804,26,784,416,968,827,423,139
B029261,998,370,40,392,193,707,779,495,423,289,870,831,468,307,837,37,983,411,288,739,645,675,6,572,183,459,689,14,28,28
B026879,407,173,617,133,9,964,367,693,248,375,324,484,185,905,641,819,502,834,871,596,761,319,810,422,842,953,420,903,165,827
B020385,961,909,482,714,264,337,824,226,472,734,24,829,333,210,907,944,244,794,9,967,131,386,896,623,928,383,446,161,660,755
B032980,375,246,191,605,105,678,765,362,456,359,800,389,103,277,300,342,841,344,698,195,103,881,981,178,892,600,510,70,118,916
B029827,103,833,150,258,612,552,1,422,61,618,509,678,141,227,514,830,542,280,967,8,869,354,762,684,750,225,211,673,333,994
B028174,678,310,383,456,615,693,246,107,931,721,662,531,780,369,858,503,55,877,296,276,249,517,526,354,25,216,571,82,295,594
B024128,70,335,141,654,800,576,284,676,178,240,169,491,657,648,368,606,272,379,914,555,949,273,64,920,353,483,416,334,961,81
B024134,64,476,659,107,834,361,115,952,306,175,179,286,42,142,883,139,962,905,74,347,152,659,824,534,516,387,948,736,925,3
B033169,125,199,890,11,522,306,854,63,167,443,204,663,68,33,385,125,128,179,955,666,593,711,414,713,140,111,231,982,854,901
B003178,967,478,238,400,841,3,465,577,552,220,513,88,723,456,657,750,684,833,822,266,703,332,950,511,321,260,596,532,733,862
B013385,40,75,130,401,845,223,114,922,188,424,523,115,263,106,800,989,119,247,849,935,502,799,759,88,380,520,637,412,219,589
B050230,950,126,284,521,227,786,947,753,56,83,227,666,643,197,699,480,903,63,631,5,487,777,479,386,853,626,235,23,135,167
B009964,155,925,815,663,191,305,7,76,563,58,700,950,275,641,449,811,396,451,570,106,263,358,535,882,253,417,728,603,300,21
B007447,333,740,511,69,190,657,842,983,751,727,441,693,911,431,764,223,641,998,996,832,456,840,708,716,134,853,563,126,501,377
B007868,157,248,506,172,148,604,986,917,496,745,577,418,733,285,142,687,462,198,592,427,632,660,73,611,20,737,894,366,816,388
B027261,669,407,178,872,538,265,979,454,430,911,775,486,955,798,504,288,134,292,720,319,991,562,552,394,660,473,207,806,651,89
B046641,624,609,440,948,191,720,52,837,594,327,767,266,437,343,262,893,601,883,913,472,563,724,888,465,113,923,187,182,490,906
B026419,805,975,919,426,726,198,575,814,787,109,600,939,66,544,453,943,119,237,961,90,518,211,881,186,672,385,816,347,146,162
B012893,276,94,100,566,929,636,869,761,680,873,516,622,146,216,344,567,967,0,136,685,88,398,63,18,206,537,167,178,686,947
B021449,531,732,239,725,735,182,169,883,267,654,786,691,396,747,962,446,728,10,618,413,679,914,235,253,135,841,698,607,779,753
B050047,89,556,305,376,924,177,79,534,408,500,0,788,75,292,50,797,388,888,215,225,413,384,468,85,729,376,841,884,430,578
B004785,417,314,294,532,918,484,545,391,94,304,914,777,542,998,366,371,311,66,243,906,3,866,235,964,98,49,165,436,882,90
B042483,430,769,948,492,602,217,8,981,166,741,947,226,92,582,353,116,974,311,408,751,765,107,366,470,650,143,309,774,0,943
B031941,962,557,326,367,373,702,851,861,204,292,448,312,370,442,891,479,477,916,896,822,503,710,57,547,525,434,435,734,688,511
B032313,897,163,207,635,300,21,196,41,583,754,569,112,821,624,397,737,609,638,514,816,356,484,845,624,166,638,889,817,163,324
B036249,662,12,373,537,468,731,768,569,226,233,389,395,8,522,942,934,296,483,86,977,102,785,270,673,978,364,589,827,514,95
B004647,140,309,859,354,158,866,322,507,573,596,902,408,810,391,187,735,73,542,526,658,555,293,760,890,518,821,346,915,182,243
B038443,836,141,524,315,80,935,411,597,945,807,832,693,288,326,154,535,601,654,696,139,970,666,165,182,987,706,248,483,247,216
B042828,859,479,19,821,660,61,90,716,354,956,876,716,687,824,462,844,103,930,342,822,49,883,565,893,474,950,491,667,846,188
B037050,72,580,495,253,653,385,770,442,579,926,43,812,531,470,802,247,310,807,149,309,681,465,596,798,573,445,335,903,519,601
B006060,207,97,693,9,838,936,644,524,622,357,666,353,142,606,605,11,172,486,335,327,50,833,758,670,3,606,750,60,633,660
B045848,36,382,118,878,619,333,423,188,272,320,924,170,152,204,175,72,675,623,425,655,78,512,44,866,401,813,725,882,574,143
B013300,128,825,259,476,236,732,606,199,617,159,884,392,181,745,94,243,440,326,474,99,469,502,485,773,324,483,999,435,918,298
B011753,61,132,732,877,782,252,309,35,373,868,167,703,191,428,299,42,121,989,645,237,14,320,433,757,301,326,529,153,146,887
B047143,449,946,967,243,597,651,463,634,551,409,572,516,684,649,807,335,740,903,691,446,345,730,692,28,142,604,729,124,555,94
B046738,712,596,339,66,195,508,46,908,878,371,354,620,347,760,328,144,214,890,812,788,483,648,594,872,693,804,956,155,286,138
B024126,822,238,807,193,489,238,910,895,97,468,71,312,217,454,798,219,106,278,627,906,70,819,137,41,65,133,167,384,570,547
B014208,800,861,405,27,428,244,631,84,571,43,849,913,82,857,990,859,578,417,837,138,216,894,684,73,726,655,257,527,192,498
B007475,916,269,625,764,790,483,366,463,691,673,270,469,303,844,675,720,88,133,647,331,543,627,951,498,536,393,751,531,206,223
B045468,118,110,776,302,192,162,38,749,361,105,52,422,521,132,724,531,323,409,376,283,433,267,904,141,149,208,931,817,945,628
B014059,608,135,334,369,907,476,118,599,619,577,709,737,318,317,242,845,498,292,236,691,639,883,467,981,697,414,625,994,772,416
B025540,595,915,349,918,852,766,736,914,292,764,682,134,113,384,266,322,301,542,228,304,899,765,357,276,189,955,140,695,941,893
B042453,461,498,907,356,857,544,890,585,972,750,79,634,439,922,556,403,271,529,607,51,639,372,941,750,910,227,501,353,832,279
B011037,745,968,141,613,437,692,423,204,363,984,353,105,733,910,785,510,139,589,241,655,963,991,198,52,739,114,705,254,81,812
B019423,296,36,653,898,249,728,678,494,782,463,353,221,894,287,831,240,41,867,25,86,488,653,467,733,182,110,882,435,381,97
B045026,242,565,996,851,117,577,411,603,17,198,94,713,200,299,351,875,39,200,872,879,348,937,448,321,886,353,675,446,744,612
B004566,809,48,119,413,687,705,682,38,556,605,117,930,880,853,922,895,241,818,526,657,562,796,375,738,983,556,975,203,30,749
B035230,450,343,215,798,679,846,97,304,429,867,146,289,215,609,878,532,875,155,444,894,496,686,661,457,282,152,227,322,363,465
B026596,910,409,735,229,250,966,219,990,830,464,885,904,11,80,77,511,894,830,461,634,350,344,382,930,241,768,910,283,214,846
B032164,694,557,693,314,704,638,525,729,1,383,680,571,641,139,895,226,373,238,682,971,22,580,598,456,741,561,51,270,174,925
B035414,908,223,628,476,366,634,956,345,373,141,51,899,241,164,12,279,898,777,636,912,556,380,943,349,6,407,608,776,657,168
B016294,609,206,413,265,737,870,536,369,535,7,480,162,898,845,88,622,367,746,544,788,873,871,955,471,544,467,658,571,457,301
B001019,729,271,849,792,300,927,72,833,625,164,87,561,98,435,378,251,291,839,160,385,353,347,256,81,969,900,159,472,722,258
B046787,609,573,514,395,96,788,841,974,844,370,612,772,414,925,204,13,213,546,243,884,786,80,693,308,278,316,979,118,33,25
B038577,107,628,121,376,961,874,713,75,80,536,508,701,274,241,326,203,467,208,961,503,431,106,181,334,696,508,395,984,737,675
B021654,650,786,924,234,361,627,154,469,29,23,20,789,503,775,807,34,510,600,827,710,494,600,529,216,423,89,176,340,266,306
B026928,264,506,659,87,532,250,112,608,675,541,571,880,313,433,845,596,861,867,338,608,678,82,427,727,469,732,138,259,412,43
B048494,614,379,905,322,693,915,904,360,346,992,990,519,457,259,571,642,364,284,785,851,70,78,163,902,355,679,412,862,70,12
B008991,960,621,240,81,728,176,42,363,603,625,79,978,779,545,270,112,238,230,638,101,570,155,427,412,300,686,548,518,748,7
B038253,216,305,810,997,977,8,794,925,642,431,471,208,609,750,785,399,660,317,427,334,463,927,196,720,984,157,650,78,593,523
B017473,45,564,82,550,963,247,345,756,372,874,78,741,539,849,302,654,913,526,40,310,849,834,51,436,563,284,256,151,43,441
B002683,439,765,146,503,80,773,848,877,367,786,33,375,81,718,841,176,209,937,294,741,449,523,937,785,707,186,201,655,401,303
B015065,461,51,913,117,158,361,826,374,776,902,672,537,307,732,428,35,823,927,421,401,825,267,607,922,359,34,869,102,85,885
B027351,853,378,380,175,651,902,861,295,219,491,19,234,994,241,170,862,547,742,882,29,332,127,118,907,252,900,125,493,860,666
B040255,422,339,559,691,865,888,805,691,667,995,922,72,364,641,352,693,319,183,364,609,885,8,307,603,379,988,832,947,754,517
B009082,564,258,43,688,828,236,277,822,100,919,924,470,293,846,48,214,495,292,644,671,674,675,123,302,237,261,588,955,518,738
B048551,32,188,277,633,679,72,929,38,371,945,235,966,816,145,940,739,598,957,170,147,162,876,281,726,71,763,754,537,680,262
